,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,age,python_yn,R_yn,spark,aws,excel,job_simp,seniority,desc_len
141,Specialist - Data Scientist,$65K - $115K (Employer est.),"Provide consulting to enable analytics involving analytical tools and data platforms. You will support AI platforms and tools and enable next generation……
Skills: Statistics, Computer science, SAS, R, Java",3.8,Ally Financial,"Detroit, MI",10000+ Employees,1919,Company - Public,Banking & Lending,Financial Services,$5 to $10 billion (USD),0,0,65,115,90.0,Detroit,101,0,0,0,0,0,data scientist,na,205
142,AI/ML Governance Analyst,$74K - $118K (Employer est.),"0-2 years of experience in related field. In lieu of degree, 2+ years of experience in related field. Ability to create own structure and work successfully in a……
Skills: Machine learning, Organizational skills, Business requirements, AI, Leadership",4.1,Blue Cross and Blue Shield of North Carolina,North Carolina,5001 to 10000 Employees,1933,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,74,118,96.0,North Carolina,87,0,0,0,0,0,analyst,na,249
143,Scientist II - Rider Core,$149K - $166K (Employer est.),"Experience in experimental design and analysis (e.g., A/B and/or market-level experiments). Familiarity with data visualization tools, such as Tableau.…
Skills: R, Tableau, SQL, Analysis skills, Machine learning",3.9,Uber,"San Francisco, CA",10000+ Employees,2009,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,149,166,157.5,San Francisco,11,0,0,0,0,0,na,na,211
144,AI Manager,$95K - $185K (Employer est.),"Make informed decisions on whether to develop AI solutions internally or procure them externally. A Bachelor's degree in AI, Computer Science, Data Science,……
Skills: Software deployment, Project management, Machine learning, Product management, AI",3.8,"Ingenio, LLC","San Francisco, CA",201 to 500 Employees,2013,Company - Private,Internet & Web Services,Information Technology,$5 to $25 million (USD),0,0,95,185,140.0,San Francisco,7,0,0,0,0,0,manager,na,248
145,Applied Scientist II,$98K - $209K (Employer est.),"They will play a key role in driving algorithmic improvements to online and offline systems, develop and deliver robust and scalable solutions, make direct……
Skills: TensorFlow, Statistics, Computer science, Data mining, Research",4.2,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,0,98,209,153.5,Redmond,45,0,0,0,0,0,na,na,229
146,Audio AI Engineer,$98K - $140K (Employer est.),"Work with Software Quality Assurance to develop appropriate test strategies. Work with applications development team to develop appropriate interfaces.…
Skills: TensorFlow, Computer science, Sourcing, HR sourcing, Software development",4.3,"QSC, LLC","Costa Mesa, CA",501 to 1000 Employees,1968,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,0,0,98,140,119.0,Costa Mesa,52,0,0,0,0,0,na,na,234
147,Data Analyst,$47K - $96K (Employer est.),"Bachelor’s degree in CS, Data Science, Computer Engineering, Systems Engineering, or a related field. Experience with machine learning, data mining, statistics,……
Skills: Statistics, Data mining, SAS, C#, R",4.2,Booz Allen,"McLean, VA",10000+ Employees,1914,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),0,0,47,96,71.5,McLean,106,0,0,0,0,0,analyst,na,206
148,Data Scientist - Machine Learning,$144K - $240K (Employer est.),"Major in computer science, or any other related technical discipline; Design and develop data processing pipelines, including data labeling, data filtering,……
Skills: Data mining, Machine learning, Deep learning, Natural language processing, Python",3.3,TikTok,"San Jose, CA",10000+ Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,0,144,240,192.0,San Jose,4,1,0,0,0,0,data scientist,na,248
149,AI Engineer,$98K - $152K (Glassdoor est.),"Bachelor’s degree in computer science, statistics, mathematics, engineering, or related quantitative field is required.…
Skills: Statistics, Computer science, SQL, Machine learning, Data management",4.2,Duke University,"Durham, NC",10000+ Employees,1838,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,0,98,152,125.0,Durham,182,0,0,0,0,0,na,na,197
150,AI Engineer,$93K - $131K (Glassdoor est.),"Collaborate with technical writers to produce high-quality technical content on running AI and LLMs on CPUs. At least 1 year experience with data visualization……
Skills: TensorFlow, Computer science, Data analysis skills, C++, C",3.9,Lenovo,"Morrisville, NC",10000+ Employees,1984,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,0,93,131,112.0,Morrisville,36,0,0,0,0,0,na,na,228
151,Junior Data Scientist,$85K - $119K (Glassdoor est.),"Experience working with tools, including object-oriented programming (Python, Java), computational analysis tools (R, MATLAB), and associated data science……
Skills: MATLAB, Power BI, D3.js, R, Tableau",4.2,Logistics Management Institute,"Washington, DC",1001 to 5000 Employees,1961,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,0,85,119,102.0,Washington,59,1,0,0,0,0,data scientist,na,200
152,Statistician,$120K - $140K (Employer est.),"Conduct independent analysis using standard statistical techniques such as linear regression, generalized linear modeling, mixed modeling, and other inference……
Skills: SAS, Content management systems, R, Regression analysis, Communication skills",4.4,"Lantana Consulting Group, Inc.",Vermont,51 to 200 Employees,2005,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,0,0,120,140,130.0,Vermont,15,0,0,0,0,0,na,na,246
153,Senior Data Scientist,$101K - $135K (Employer est.),"4+ years of relevant experience in data science, quantitative analysis, statistical forecasting, market analysis, change-point detection, or a related field.…
Skills: Google Cloud Platform, AWS, Analysis skills, Machine learning, Forecasting",3.3,DTN,Remote,1001 to 5000 Employees,1984,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,101,135,118.0,Remote,36,0,0,0,1,0,data scientist,senior,241
154,Statistician,$63K - $98K (Employer est.),"A. Degree: that included 15 semester hours in statistics (or in mathematics and statistics, provided at least 6 semester hours were in statistics), and 9……
Skills: R, English, Supervising experience, Natural language processing, Data analytics",-1.0,US Vet Customer Experience (VCE),"Washington, DC",-1,-1,-1,-1,-1,-1,0,0,63,98,80.5,Washington,-1,0,0,0,0,0,na,na,243
155,Data Scientist - TikTok Live Streaming & RTC Products,$130K - $240K (Employer est.),"Perform data analysis based on business requirements, support data analysis for special projects, and provide ongoing data analysis support.…
Skills: Data mining, R, Data analysis skills, SQL, Attribution modeling",3.3,TikTok,"San Jose, CA",10000+ Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,0,130,240,185.0,San Jose,4,0,0,0,0,0,data scientist,na,213
156,"Applied Scientist, Amazon Robotics (AR)",$84K - $149K (Glassdoor est.),"This work spans from research, such as alternative representations and learning architectures, to experimenting using simulation tools, to running large-scale A……
Skills: TensorFlow, Software deployment, Spark, R, Research",3.7,Amazon.com Services LLC,"North Reading, MA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,84,149,116.5,North Reading,26,0,0,1,0,0,na,na,222
157,"Data Scientist, Market Strategy & Understanding",$105K - $130K (Employer est.),"Bachelor’s degree (or equivalent) in statistics, computer science, or related field. Research and develop new solutions and deployable tools to facilitate……
Skills: Computer science, Data mining, D3.js, Big data, Spark",3.4,Ipsos Zrt.,"Chicago, IL",10000+ Employees,1975,Company - Public,Business Consulting,Management & Consulting,$1 to $5 billion (USD),0,0,105,130,117.5,Chicago,45,0,0,1,0,0,data scientist,na,218
158,Senior Data Scientist,$59.73 - $96.15 Per Hour (Employer est.),"The Senior Data Scientist is a subject matter expert who leverages data science and knowledge of health care data to develop data-driven solutions focused on……
Skills: Computer science, Power BI, SAS, Big data, R",3.6,Providence,California,10000+ Employees,1855,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),1,0,118,192,77.5,California,165,0,0,0,0,0,data scientist,senior,212
159,Data Analyst Mid or Senior,$64K - $103K (Employer est.),"Proven track record to develop predictive data and high proficiency in using data analysis reporting tools such as Power BI or Tableau.…
Skills: Microsoft Powerpoint, Power BI, Microsoft Excel, R, Data analysis skills",3.9,Progressive,United States,10000+ Employees,1937,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,0,64,103,83.5,United States,83,0,0,0,0,1,analyst,senior,217
160,ML Engineer,$115K - $173K (Glassdoor est.),"Our client is developing ground-breaking weather forecasting technology with the aim of providing fast and accurate climate data.…
Skills: TensorFlow, Statistics, Growing experience, Analysis skills, Machine learning",5.0,OnHires,"San Francisco, CA",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,0,0,115,173,144.0,San Francisco,-1,0,0,0,0,0,na,na,216
161,Data Scientist,$91K - $120K (Glassdoor est.),"The Data Scientist I will be expected to develop models, using machine learning or incorporating advanced programming to find and analyze data.…
Skills: Power BI, Microsoft Excel, Data mining, Business intelligence, SAS",2.8,Generac Power Systems,"Waukesha, WI",1001 to 5000 Employees,1959,Company - Public,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD),0,0,91,120,105.5,Waukesha,61,0,0,0,0,1,data scientist,na,219
162,Machine Learning Engineer (Early Career),$90K - $110K (Employer est.),"Bachelor’s degree in Computer Science, Electrical Engineering, Data Science, Math, or a related field. Familiarity with data preprocessing techniques and tools.…
Skills: TensorFlow, Google Cloud Platform, AWS, Docker, Machine learning",4.6,Accrete.AI,"New York, NY",51 to 200 Employees,--,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,90,110,100.0,New York,-1,0,0,0,1,0,mle,na,234
163,Data Science Specialist,$70K - $116K (Glassdoor est.),"Master’s Degree in data analytics, data science, computer science, statistics, engineering, economics or related field. Proficiency in Python for data analysis.…
Skills: Power BI, D3.js, SAS, Customer service, R",4.2,Tufts University,"Somerville, MA",1001 to 5000 Employees,1852,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,70,116,93.0,Somerville,168,1,0,0,0,0,na,na,211
164,"Senior Associate Data Scientist, Molecular Data Analysis",$116K - $174K (Employer est.),"Leverage and develop tools for analyzing binding data from our proprietary molecule discovery platform to identify hits for program progression.…
Skills: Data analysis skills, Laboratory experience, Linux, AI, Python",3.5,Terray Therapeutics,"Monrovia, CA",1 to 50 Employees,--,Company - Public,--,--,Unknown / Non-Applicable,0,0,116,174,145.0,Monrovia,-1,1,0,0,0,0,data scientist,senior,216
165,Staff Data Scientist | Product,$225K - $265K (Employer est.),"You will partner closely in Ramp’s development process through product ideation, experimental design, implementation, execution, and analysis.…
Skills: SQL, Purchasing, Redshift, Python, Analytics",4.3,Ramp Financial,United States,201 to 500 Employees,2019,Company - Private,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable,0,0,225,265,245.0,United States,1,1,0,0,0,0,data scientist,na,196
166,Applied Machine Learning Scientist,$107K - $179K (Employer est.),"Bachelor’s degree in Computer Science, Mathematics, Statistics, or related field. Knowledge in Economics, Finance, or related field.…
Skills: Statistical analysis, AWS, Analysis skills, Sentiment analytics, Machine learning",3.9,The Washington Post,"Washington, DC",1001 to 5000 Employees,1877,Company - Private,Publishing,Media & Communication,Unknown / Non-Applicable,0,0,107,179,143.0,Washington,143,0,0,0,1,0,mle,na,223
167,"Staff Machine Learning Researcher, GitHub Next",$118K - $313K (Employer est.),"One or more publications in top machine learning, natural language processing, programming languages, or software engineering conferences, such as ICML, NeurIPS……
Skills: Research, Machine learning, Natural language processing, GitHub, AI",3.8,"GitHub, Inc.",Remote,1001 to 5000 Employees,2008,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,0,118,313,215.5,Remote,12,0,0,0,0,0,mle,na,238
168,Junior Data Scientist,$65K - $101K (Glassdoor est.),"Bachelor’s degree in Data Science, Statistics, or related field. AWS Associate level certification highly desired. 1-3 years of experience in data science.…
Skills: R, Analysis skills, Machine learning, Data science, Python",3.9,"Spry Methods, Inc","Huntsville, AL",51 to 200 Employees,2001,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),0,0,65,101,83.0,Huntsville,19,1,0,0,1,0,data scientist,na,223
169,Data Scientist,$78K - $114K (Glassdoor est.),"A Bachelor's degree in computer science, engineering, statistics, mathematics, physics, econometrics, or a related degree (MS or Ph.D. preferred).…
Skills: React, SQL, Machine learning, Forecasting, Natural language processing",3.9,General Motors,"Warren, MI",10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),0,0,78,114,96.0,Warren,112,0,0,0,0,0,data scientist,na,226
170,2025 Accelerated Development Program - Analytics and Data Science,$79K (Employer est.),"ADP participants will develop a solid foundation in analytics, data science, machine learning, and artificial intelligence.…
Skills: Machine learning, Project leadership, Leadership",3.9,Trane Technologies,"Davidson, NC",10000+ Employees,2020,Company - Public,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,0,0,79,79,79.0,Davidson,0,0,0,0,0,0,na,na,181
171,Applied AI/ML - Senior Associate,$55K - $88K (Glassdoor est.),"You will collaborate with various teams to design and develop data science solutions, maintaining a deep understanding of the business problem.…
Skills: TensorFlow, Statistics, Spark, Data analysis skills, Apache Hive",4.0,JPMorgan Chase & Co,"Columbus, OH",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),0,0,55,88,71.5,Columbus,221,0,0,1,0,0,na,senior,217
172,"Machine Learning Engineer, Growth",$254K - $399K (Employer est.),"Has solid software engineering fundamentals, including knowledge of classical algorithms and data structures. Has expertise in Python, its ecosystem, and Python……
Skills: Statistics, CAD, Data structures, System design, Machine learning",3.9,"Grammarly, Inc.",United States,501 to 1000 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,0,254,399,326.5,United States,11,1,0,0,0,0,mle,na,236
173,Data Scientist,$83K - $146K (Employer est.),"Familiarity with developing models/algorithms to automate the analysis and evaluation of very large datasets. This position is onsite in the Oahu, Hawaii area.…
Skills: Machine learning, Data science, AI",4.0,Parsons,Hawaii,10000+ Employees,1944,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),0,0,83,146,114.5,Hawaii,76,0,0,0,0,0,data scientist,na,203
174,Sr. Data Analyst: Operations Analytics,$104K - $122K (Employer est.),"In this role, you will own analyses and experimental design from beginning to end, including opportunity identification, problem scoping, analysis framing /……
Skills: Statistics, Power BI, Tableau, SQL, Analysis skills",4.1,Yum! Brands,"Plano, TX",10000+ Employees,1997,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),0,0,104,122,113.0,Plano,23,0,0,0,0,0,analyst,senior,218
175,Scientist II - Delivery,$149K - $166K (Employer est.),"Experience in experimental design and analysis, exploratory data analysis and statistical analysis. Develop data-driven insights and work with cross-functional……
Skills: Statistics, Data analysis skills, SQL, Statistical analysis, Analysis skills",3.9,Uber,"San Francisco, CA",10000+ Employees,2009,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,149,166,157.5,San Francisco,11,0,0,0,0,0,na,na,246
176,AI Research Engineer,$52K - $200K (Employer est.),"We expect you to bring experienced software engineering, along with a solid understanding of state-of-the-art parallel and distributed computing, computer……
Skills: C++, Machine learning, Distributed systems, Deep learning, Scripting",4.1,INTEL,Arizona,10000+ Employees,1968,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,0,52,200,126.0,Arizona,52,0,0,0,0,0,na,na,233
177,Data Scientist,$80K - $145K (Employer est.),"The primary focus of this role is to provide technical expertise: helping to execute on complex analytics across a wide variety of often fast-paced client……
Skills: Microsoft Powerpoint, TensorFlow, CI/CD, Microsoft Excel, Azure",3.7,L.E.K. Consulting,"Boston, MA",1001 to 5000 Employees,1983,Self-employed,Business Consulting,Management & Consulting,Unknown / Non-Applicable,0,0,80,145,112.5,Boston,37,0,0,0,0,1,data scientist,na,228
178,Applied Scientist,$120K - $180K (Employer est.),"You will design, develop, test, and refine machine learning algorithms for analyzing multi-channel time series data related to cardiac signals.…
Skills: TensorFlow, MATLAB, Anatomy knowledge, Signal processing, Analysis skills",-1.0,ENCHANNEL MEDICAL LTD,"Ladera Ranch, CA",1 to 50 Employees,--,Company - Public,--,--,Unknown / Non-Applicable,0,0,120,180,150.0,Ladera Ranch,-1,0,0,0,0,0,na,na,226
179,Data Scientist,$84K - $126K (Glassdoor est.),"Aggregate data and perform statistical analysis to answer questions presented by teammates or customers. Effectively communicate findings to, both, technical……
Skills: TensorFlow, Power BI, Program management, Microsoft SQL Server, Tableau",4.0,Andromeda Systems Incorporated,"Jacksonville, FL",201 to 500 Employees,2005,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $100 million (USD),0,0,84,126,105.0,Jacksonville,15,0,0,0,0,0,data scientist,na,239
180,"Data Scientist, PeopleInsight",$98K - $207K (Employer est.),"PhD in a quantitative field such as statistics, mathematics, data science, business analytics, economics, finance, engineering, or computer science.…
Skills: MATLAB, SAS, Writing skills, R, Research",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,98,207,152.5,Seattle,26,0,0,0,0,0,data scientist,na,198
181,Data Scientist,$95K - $157K (Glassdoor est.),"Boston Children’s Hospital offers competitive compensation and unmatched benefits including flexible schedules, affordable health, vision and dental insurance,……
Skills: Databases, SQL, Machine learning, Data science, Data visualization",4.0,Boston Children's Hospital,"Boston, MA",5001 to 10000 Employees,1869,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,0,95,157,126.0,Boston,151,0,0,0,0,0,data scientist,na,236
182,Senior Data Scientist,$101K - $135K (Employer est.),"Research and evaluate state-of-the-art tools and techniques in GenAI. 2-5 years of relevant experience in data science, software development with AI……
Skills: TensorFlow, CI/CD, Node.js, React, Test automation",3.3,DTN,Remote,1001 to 5000 Employees,1984,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,101,135,118.0,Remote,36,0,0,0,0,0,data scientist,senior,209
183,Shortage Data Scientist I,$80K - $105K (Employer est.),"Bachelor’s degree required, preferably in a STEM or data driven field. Perform analyses on shortage trends and leverage data visualization tools to identify……
Skills: Microsoft Powerpoint, Power BI, Microsoft Excel, Management, R",3.0,Burlington Stores,"Burlington, NJ",10000+ Employees,1972,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$5 to $10 billion (USD),0,0,80,105,92.5,Burlington,48,0,0,0,0,1,data scientist,na,229
184,Insights Data Scientist,$76K - $106K (Glassdoor est.),"Experience in a role focused on quantitative analysis, statistical modelling, or data science, preferably with exposure to strategic analysis or market research……
Skills: Spanish, Nielsen, R, English, Analysis skills",4.1,Brambles Group,"Alpharetta, GA",10000+ Employees,1875,Company - Public,Shipping & Trucking,Transportation & Logistics,$5 to $10 billion (USD),0,0,76,106,91.0,Alpharetta,145,0,0,0,0,0,data scientist,na,216
185,Senior AI/ML Data Scientist â€“ Natural Language Processing (Hybrid),$65K - $101K (Glassdoor est.),"ORPhD in data science, AI/ML/LLM engineering, computer science, semantic engineering or a related discipline. The Senior AI/ML Data Scientist – Natural Language……
Skills: TensorFlow, CI/CD, Elasticsearch, Software deployment, DevOps",4.1,Merck Sharp & Dohme,"West Point, PA",10000+ Employees,1891,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,0,65,101,83.0,West Point,129,0,0,0,0,0,data scientist,senior,232
186,Statistician (Part-time) - Brain Research Lab,$26.63 - $52.97 Per Hour (Employer est.),"Demonstrated ability to interpret statistical results in the field of neuroimaging. Prior experience with fMRI data analysis and statistical analysis methods.…
Skills: MATLAB, Data analysis skills, Statistical analysis, Machine learning, Data science",3.9,UCLA Health,"Los Angeles, CA",5001 to 10000 Employees,1919,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,1,0,52,104,39.0,Los Angeles,101,0,0,0,0,0,na,na,250
187,Associate Data Scientist,$78K - $117K (Employer est.),"You hold a Master's degree in Statistics, Mathematics, Economics, Engineering, Physics, Actuarial Science, or similar analytical field; or you have commensurate……
Skills: Spark, R, Git, SQL, AWS",3.7,The Hartford,"Hartford, CT",10000+ Employees,1810,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,0,78,117,97.5,Hartford,210,0,0,1,1,0,data scientist,na,194
188,GenAI - NLP Data Scientist,$92K - $130K (Glassdoor est.),"PhD in computer science, information science, mathematics, statistics, engineering, or related field. OR Master's in computer science, information science,……
Skills: AWS, Analysis skills, Project management, Machine learning, Deep learning",4.1,Lilly,"Indianapolis, IN",10000+ Employees,1876,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,0,92,130,111.0,Indianapolis,144,0,0,0,1,0,data scientist,na,239
189,AI Engineer,$51K - $66K (Employer est.),"Experience with data manipulation and analysis using tools like Pandas, NumPy, R, etc. Proficiency in programming languages such as Python, Javascript, Java, C+……
Skills: TensorFlow, Computer science, R, Git, Google Cloud Platform",2.9,TecAce,"Bellevue, WA",1 to 50 Employees,--,Company - Private,Computer Hardware Development,Information Technology,$1 to $5 million (USD),0,0,51,66,58.5,Bellevue,-1,1,0,0,0,0,na,na,230
190,DATA SCIENTIST,$58K - $65K (Employer est.),"Four years of experience in computer science, data science, mathematics, statistics, business analytics, or a related field.…
Skills: Statistical software, Statistics, Computer science, Power BI, Data modeling",3.4,The State of Florida,"Tallahassee, FL",10000+ Employees,1845,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,0,0,58,65,61.5,Tallahassee,175,0,0,0,0,0,data scientist,na,209
191,"Data Scientist, Master's Degree (Machine Learning and Operations Research)",$85K - $115K (Employer est.),"Apply thorough technical and business knowledge to feature engineering of massive datasets, exploratory data analysis, and model building to deliver accurate……
Skills: R, Git, Machine learning, Scala, Cloud computing",4.1,Procter & Gamble,"Cincinnati, OH",10000+ Employees,1837,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),0,0,85,115,100.0,Cincinnati,183,0,0,0,0,0,data scientist,na,216
192,Data Scientist,$87K - $123K (Glassdoor est.),"Master's degree or doctorate in statistics, data science, mathematics, or related applied science field, or equivalent experience.…
Skills: Statistics, Azure, Data mining, SAS, C#",3.7,"Amrock, LLC","Detroit, MI",1001 to 5000 Employees,1997,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),0,0,87,123,105.0,Detroit,23,0,0,0,0,0,data scientist,na,179
193,Data Scientist,$135K - $216K (Employer est.),"Experience employing data-analytic methodologies and data science modeling, data engineering, algorithms, and other techniques and tools to identify trends,……
Skills: Management, Analysis skills, Data management, Data science",3.6,Peraton,"Doral, FL",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),0,0,135,216,175.5,Doral,3,0,0,0,0,0,data scientist,na,225
194,Data Annotation Specialist,$55K - $65K (Employer est.),"Experience in data annotation or a related field. Familiarity with annotation tools such as Labelbox, Amazon SageMaker Ground Truth, or similar platforms.…
Skills: Ontology, Transcription, Machine learning, Scripting, AI",3.4,Integrated Research,"Denver, CO",201 to 500 Employees,1988,Company - Public,Computer Hardware Development,Information Technology,$25 to $100 million (USD),0,0,55,65,60.0,Denver,32,0,0,0,0,0,na,na,220
195,"Software Engineer II, Machine Learning",$158K - $176K (Employer est.),"Bachelor's degree or equivalent in Computer Science, Engineering, Mathematics or related field, with 3+ years of full-time engineering experience.…
Skills: Go, Spark, Java, OOP, C++",3.9,Uber,"San Francisco, CA",10000+ Employees,2009,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,158,176,167.0,San Francisco,11,0,0,1,0,0,mle,na,181
196,Data Scientist - Analytics,$160K - $180K (Employer est.),"Masters in Mathematics, Physics, Computer Science, Engineering, or another technical field. D.‍ in Engineering, Physics, Mathematics, Computer Science, or……
Skills: TensorFlow, Statistics, Computer science, Big data, Spark",2.9,Stackline,"Seattle, WA",51 to 200 Employees,2014,Private Practice / Firm,Business Consulting,Management & Consulting,Unknown / Non-Applicable,0,0,160,180,170.0,Seattle,6,0,0,1,0,0,data scientist,na,222
197,Data Scientist,$100K - $135K (Employer est.),"Education: Bachelor’s degree in computer science, engineering, mathematics, statistics, or a related field. Data Visualization and Communication: Turn complex……
Skills: MATLAB, Power BI, Management, R, Data analysis skills",4.1,Ascendion,"Sunnyvale, CA",1001 to 5000 Employees,2022,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,0,0,100,135,117.5,Sunnyvale,-2,0,0,0,0,0,data scientist,na,222
198,Data Scientist,$97K - $139K (Glassdoor est.),"Actively pursue continuous learning of new techniques/tools/algorithms in data science. Lead the design and implementation of data analytics tests in supporting……
Skills: Statistical software, Power BI, Data analysis skills, SQL, Statistical analysis",3.8,Wintrust Financial,"Rosemont, IL",1001 to 5000 Employees,1991,Company - Public,Banking & Lending,Financial Services,$500 million to $1 billion (USD),0,0,97,139,118.0,Rosemont,29,0,0,0,0,0,data scientist,na,250
199,Mathematical Statistician (Data Scientist),$63K - $98K (Employer est.),"Examples of specialized experience include: Writing code in a widely used statistical/data science software application or equivalent programming languages (e.g……
Skills: Statistics, Calculus, R, Statistical analysis, C",4.2,U.S. Department of Justice,"Washington, DC",10000+ Employees,1870,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable,0,0,63,98,80.5,Washington,150,0,0,0,0,0,data scientist,na,219
200,"Fraud Analytics and Modeling, Data Scientist",$108K - $175K (Glassdoor est.),"Perform complex analysis and modeling to identify patterns of fraudulent transactions and develop prevention strategies.…
Skills: Management, Analysis skills, Machine learning, Risk management, Computer networking",3.4,Federal Reserve Bank of Boston,"Boston, MA",1001 to 5000 Employees,1914,Nonprofit Organization,Banking & Lending,Financial Services,$1 to $5 billion (USD),0,0,108,175,141.5,Boston,106,0,0,0,0,0,data scientist,na,213
201,Generative AI Monitoring Analyst,$60K - $140K (Employer est.),"BA or BS degree in a business or financial engineering field. Demonstrate an understanding of AI tools and risks, with the ability to gain a working knowledge……
Skills: Microsoft Excel, Data mining, Financial analysis, Financial services, AI",4.1,S&P Global,"New York, NY",10000+ Employees,1860,Company - Public,Research & Development,Management & Consulting,$10+ billion (USD),0,0,60,140,100.0,New York,160,0,0,0,0,1,analyst,na,241
202,Data Scientist I,$63K - $73K (Employer est.),"As Data Scientist I, you will work closely with cross-functional teams across our family of companies to design, develop, and deploy data-driven solutions on……
Skills: Power BI, Big data, Spark, R, NoSQL",5.0,Prepaid Wireless Wholesale LLC,"Rockville, MD",Unknown,--,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,63,73,68.0,Rockville,-1,0,0,1,0,0,data scientist,na,203
203,Data Scientist,$90K - $115K (Employer est.),"REB uses social science research, scientific methods and data science to inform, improve or evaluate the delivery of public safety services for all District……
Skills: SAS, R, Stata, SQL, C",3.4,Metropolitan Police Department,"Washington, DC",1001 to 5000 Employees,1861,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,0,0,90,115,102.5,Washington,159,0,0,0,0,0,data scientist,na,188
204,"Analyst, Kids Content Performance Analytics - Disney Branded Television",$68K - $94K (Employer est.),"On the social analytics front, the analyst will monitor, analyze, and report on social media activity and performance using a suite of social measurement tools.…
Skills: Microsoft Powerpoint, Microsoft Excel, Facebook Advertising, Nielsen, Research",3.8,Disney,"Burbank, CA",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),0,0,68,94,81.0,Burbank,97,0,0,0,0,1,analyst,na,248
205,Data Scientist,$81K - $120K (Glassdoor est.),"Minimum bachelor’s degree in quantitative fields (mathematics, statistics, data science, physics, computer science, engineering, etc.); master’s or Ph.D.……
Skills: TensorFlow, React, Big data, Machine learning, Natural language processing",3.9,Photon,"McKinney, TX",5001 to 10000 Employees,2007,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),0,0,81,120,100.5,McKinney,13,0,0,0,0,0,data scientist,na,238
