,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,age,python_yn,R_yn,spark,aws,excel,job_simp,seniority,desc_len
479,Machine Learning Engineer II,$98K - $209K (Employer est.),"Bachelor's Degree in Computer Science, Math, Software Engineering, Computer Engineering , or related field AND 2+ years experience in business analytics, data……
Skills: Data modeling, Big data, Machine learning, Software development, Data science",4.2,Microsoft,United States,10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,0,98,209,153.5,United States,45,0,0,0,0,0,mle,na,246
480,"Data Science & Analytics AML Operations, High Risk Detection Group",$98K - $144K (Glassdoor est.),"Work across multiple on-going initiatives by attending calls from various projects, understand the Screening needs from the cross-LOB projects, provide……
Skills: Microsoft Powerpoint, Statistics, Microsoft Excel, Microsoft Access, Visio",3.9,Bank of America,"Charlotte, NC",10000+ Employees,1904,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),0,0,98,144,121.0,Charlotte,116,0,0,0,0,1,na,na,236
481,Senior Applied Scientist (Research Software Development Engineer),$117K - $229K (Employer est.),"Reviews business and product requirements and incorporates state-of-the-art research or previously tested solutions occurring at Microsoft and the academic……
Skills: Statistics, Power BI, Research, SQL, Presentation skills",4.2,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,0,117,229,173.0,Redmond,45,0,0,0,0,0,na,senior,222
482,"Senior Data Scientist, Risk",$121K - $213K (Employer est.),"Across it all, we’ve embedded financial services tools at the point of sale, so merchants can access a business loan and manage their cash flow in one place.…
Skills: Google Cloud Platform, SQL, AWS, Analysis skills, Machine learning",3.8,Afterpay,"Boston, MA",1001 to 5000 Employees,2014,Company - Public,Internet & Web Services,Information Technology,$5 to $25 million (USD),0,0,121,213,167.0,Boston,6,0,0,0,1,0,data scientist,senior,233
483,Lead Applied Scientist - NLP,$186K - $276K (Employer est.),"Bachelor’s degree in computer science, Physics, statistics, applied mathematics or an equal computational field.…
Skills: TensorFlow, Multilingual, Computer vision, DocuSign, Machine learning",3.6,DocuSign,"San Francisco, CA",5001 to 10000 Employees,2003,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),0,0,186,276,231.0,San Francisco,17,0,0,0,0,0,na,senior,191
484,Machine Learning Model Engineer,$230K - $280K (Employer est.),"Design, develop, and deploy scalable low-latency machine learning products. Experience with mainstream big data tools (e.g., MapReduce, Spark, Flink, Kafka, etc……
Skills: TensorFlow, Computer science, Data mining, Go, Big data",3.5,Samsung Electronics,"Mountain View, CA",1001 to 5000 Employees,1938,Subsidiary or Business Segment,Computer Hardware Development,Information Technology,$10+ billion (USD),0,0,230,280,255.0,Mountain View,82,0,0,1,0,0,mle,na,226
485,Senior Staff Data Scientist - Computer Vision,$131K - $162K (Glassdoor est.),"You will collaborate closely with cross-functional engineering teams, clinical experts, and business stakeholders to define requirements and develop project……
Skills: TensorFlow, Computer vision, Software deployment, AWS, Machine learning",3.5,IDEXX,"Westbrook, ME",10000+ Employees,1983,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),0,0,131,162,146.5,Westbrook,37,0,0,0,1,0,data scientist,senior,238
486,Artificial Intelligence (AI) Prompt Engineer,$51K - $86K (Glassdoor est.),"Bachelor’s degree in information technology or related field AND a minimum of four (4) years’ experience in AI, with at least six (6) months being in generative……
Skills: Waterfall, Customer service, C#, Machine learning, JavaScript",3.8,Sourcewell,"Staples, MN",Unknown,--,Company - Public,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,0,0,51,86,68.5,Staples,-1,0,0,0,0,0,na,na,232
487,Senior Data Analyst - Remote,$70K - $138K (Employer est.),"Roles in this function could partner with stakeholders to understand data requirements and develop tools and models such as segmentation, dashboards, data……
Skills: Statistical software, Power BI, Management, R, Data analysis skills",3.5,Optum,"Eden Prairie, MN",10000+ Employees,--,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,0,70,138,104.0,Eden Prairie,-1,0,0,0,0,0,analyst,senior,232
488,"Applied Scientist II, Customer Service AI",$136K - $222K (Employer est.),"The Applied Scientist will play a critical role in the research, develop, and implementation of solutions to key challenges in developing conversational AI……
Skills: Management, Customer service, Machine learning, Algorithm design, Natural language processing",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,136,222,179.0,Seattle,26,0,0,0,0,0,na,na,259
489,Senior People Data Scientist,$118K - $165K (Glassdoor est.),"Familiarity with a range of statistical and data science methods and techniques, from regression and categorical data analysis, to organizational network……
Skills: R, SQL, Natural language processing, Regression analysis, Cloud computing",3.6,Workhuman,"Framingham, MA",1001 to 5000 Employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),0,0,118,165,141.5,Framingham,21,0,0,0,0,0,data scientist,senior,237
490,"Staff Machine Learning Engineer, Content Understanding",$167K - $343K (Employer est.),"Utilize state of the art machine learning, natural language processing, and multimodal modeling techniques to build content signals that power personalized……
Skills: Machine learning, Natural language processing, AI, Graph databases",4.0,Pinterest,"Palo Alto, CA",1001 to 5000 Employees,2010,Company - Public,Internet & Web Services,Information Technology,$100 to $500 million (USD),0,0,167,343,255.0,Palo Alto,10,0,0,0,0,0,mle,na,232
491,"Principal Data Scientist, Consumer Group",$166K - $224K (Employer est.),"Partner with data engineering teams to shape data management strategies, architecture, governance, pipelines, and infrastructure enabling effective modeling……
Skills: Customer service, Relational databases, Calculus, Big data, Writing skills",3.7,"T-Mobile USA, Inc.","Overland Park, KS",10000+ Employees,2001,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),0,0,166,224,195.0,Overland Park,19,0,0,0,0,0,data scientist,senior,241
492,"TikTok Shop - Data Scientist, Business Product Data Science - Seattle",$167K - $375K (Employer est.),"Collaborate with the product and cross-functional teams to identify growth drivers and develop a quantitative measurement approach to help with seller……
Skills: E-commerce, SQL, Analysis skills, Data science, Communication skills",3.3,TikTok,"Seattle, WA",10000+ Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,0,167,375,271.0,Seattle,4,0,0,0,0,0,data scientist,na,229
493,AI Software Product Manager,$163K - $285K (Employer est.),"10+ years of experience in a technical computer science-based role. In this role, you'll combine your deep technical knowledge and passion for AI, with your……
Skills: Computer science, FPGA, Product management, Software development, AI",4.1,INTEL,"Hillsboro, OR",10000+ Employees,1968,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,0,163,285,224.0,Hillsboro,52,0,0,0,0,0,manager,na,235
494,Senior Data Scientist (Remote),$98K - $210K (Employer est.),"Bachelor's Degree in data science, computer science, mathematics, statistics, or related field with applicable data science work experience required.…
Skills: CI/CD, Power BI, Sales, Software deployment, R",4.1,Stryker,"Minneapolis, MN",10000+ Employees,1941,Company - Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,98,210,154.0,Minneapolis,79,0,0,0,0,0,data scientist,senior,205
495,"SVP Data Analytics, Science & Insights",$245K - $455K (Employer est.),"This role will be accountable to multiple stakeholder groups in providing best-in-class data reporting and analytics in the service of answering business……
Skills: Management, Analysis skills, Presentation skills, Data analytics, Data science",3.6,Warner Bros. Discovery,"New York, NY",10000+ Employees,2022,Company - Public,Film Production,Media & Communication,$10+ billion (USD),0,0,245,455,350.0,New York,-2,0,0,0,0,0,na,na,242
496,Manager of Machine Learning,$120K - $204K (Employer est.),"Communicate complex technical issues to both technical and non-technical audiences effectively. Support technical leadership, coach and guide ML engineers and……
Skills: Azure, Google Cloud Platform, AWS, Machine learning, APIs",4.3,Workiva,Remote,1001 to 5000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),0,0,120,204,162.0,Remote,12,0,0,0,1,0,mle,na,226
497,"Manager, Business Intelligence & Data Science (Audit Analytics)",$143K - $211K (Employer est.),"Orchestrate the implementation of strategic programs that uplift the Internal Audit department’s technical skillsets, enable complete and consistent access to……
Skills: Data mining, Management, SAS, Word processing, Research",4.1,Navy Federal Credit Union,"Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,143,211,177.0,Vienna,87,0,0,0,0,0,manager,na,224
498,Multi-Modal Computer Vision Data Scientist,$120K - $135K (Employer est.),"Work together with some of the best in the field to tackle challenging projects and operationalize the solutions you develop across a variety of industries and……
Skills: Analysis skills, Machine learning, Agile, Communication skills, Python",4.5,Aicadium,"San Diego, CA",51 to 200 Employees,2021,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,0,0,120,135,127.5,San Diego,-1,1,0,0,0,0,data scientist,na,240
499,Senior Clinical Data Scientist,$103K - $153K (Glassdoor est.),"Productionize models and algorithms with assistance from data and software engineers as appropriate, and monitor model performance in the field.…
Skills: Quality management, Machine learning, Python",3.4,WHOOP,"Boston, MA",501 to 1000 Employees,2012,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,103,153,128.0,Boston,8,1,0,0,0,0,data scientist,senior,198
500,Human-in-the-Loop Data Extraction/Transcription,$36K - $54K (Employer est.),"Overall duties will consist of making phone calls to private healthcare providers, data entry, processing PMR requests, and quality assurance activities, while……
Skills: Live chat, Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Microsoft Office",4.0,IBM,"Keyser, WV",10000+ Employees,1911,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,0,36,54,45.0,Keyser,109,0,0,0,0,1,na,na,252
501,"Principal Scientist, Discovery Data Science - (1 of 2 positions)",$113K - $196K (Employer est.),"PhD in data science or computational science, or other drug discovery related fields, with expert level training in data science, AI/ML and other in silico……
Skills: Drug discovery, Machine learning, Data analytics, Predictive analytics, Data science",4.2,Johnson & Johnson,"San Diego, CA",10000+ Employees,1887,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,0,113,196,154.5,San Diego,133,0,0,0,0,0,na,senior,250
502,"Staff Data Scientist, Motion Planning, Autonomy",$206K - $258K (Employer est.),"You will design and implement key metrics to measure the quality and performance of various aspects of driving, maintain datasets that correlate simulation and……
Skills: Information security, SQL, Statistical analysis, Analysis skills, Machine learning",3.4,Rivian,"Palo Alto, CA",5001 to 10000 Employees,2009,Company - Public,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,0,0,206,258,232.0,Palo Alto,11,0,0,0,0,0,data scientist,na,252
503,Principal Applied Scientist,$138K - $294K (Employer est.),"Conduct applied science experiments, create and validate metrics, develop ML pipeline and modeling algorithm in the area of Large Language Models, Natural……
Skills: TensorFlow, Statistics, Computer science, Azure, Research",4.2,Microsoft,United States,10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,0,138,294,216.0,United States,45,0,0,0,0,0,na,senior,222
504,Principal Data Science - Development,$134K - $182K (Glassdoor est.),"Bachelor's degree in quantitative discipline with 12 years of experience or Advanced scientific degree desirable, e.g. Ph.D. with experience in Computer Science……
Skills: Computer science, Data modeling, Azure, Oracle, CSS",4.2,"BI Pharmaceuticals, Inc.","Ridgefield, CT",1001 to 5000 Employees,1885,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,0,134,182,158.0,Ridgefield,135,0,0,0,0,0,na,senior,222
505,Sports Science Data Specialist (I),$46K - $69K (Glassdoor est.),"Work in conjunction with sport science colleagues to enhance ongoing education and program reﬁnement via sport science intern projects.…
Skills: Organizational skills, Communication skills",3.9,University of Miami,"Coral Gables, FL",10000+ Employees,--,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,46,69,57.5,Coral Gables,-1,0,0,0,0,0,na,na,188
506,Artificial Intelligence (AI) Program Manager Lead,$75K - $157K (Employer est.),"BA/BS and 10 years’ experience in a related field with supervisory or managerial experience, or equivalent (equivalency includes MA + 7 years applicable……
Skills: Microsoft Powerpoint, Microsoft Word, Web accessibility, Microsoft Excel, Management",4.0,CACI,Virginia,10000+ Employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$5 to $10 billion (USD),0,0,75,157,116.0,Virginia,58,0,0,0,0,1,manager,senior,247
507,"Senior Frontend Engineer, AI Platform - Robotics",$132K - $259K (Employer est.),"Ensuring the technical feasibility of UI/UX designs and maintaining a consistent look and feel across the platform.…
Skills: Authentication, Computer science, Node.js, CSS, React",4.6,NVIDIA,"Santa Clara, CA",10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),0,0,132,259,195.5,Santa Clara,27,0,0,0,0,0,na,senior,178
508,Senior Systems & Data Analyst,$87K - $126K (Glassdoor est.),"Strong data extraction, reporting, and validation skills using various tools with the ability to learn and adapt to new technical tools as they evolve.…
Skills: Crystal Reports, Power BI, Microsoft Excel, Microsoft Access, Raiser's Edge",4.6,Bowdoin College,"Brunswick, ME",501 to 1000 Employees,1794,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,87,126,106.5,Brunswick,226,0,0,0,0,1,analyst,senior,236
509,Research Scientist – Data Modeling,$76K - $120K (Glassdoor est.),"In addition to technical expertise, a successful candidate will be a self-starter, independent, work well in a team environment, and welcome the challenge of……
Skills: Research laboratory experience, Management, Big data, R, Physiology knowledge",4.5,Eqlipse Technologies LLC,"Wright Patterson AFB, OH",501 to 1000 Employees,2023,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),0,0,76,120,98.0,Wright Patterson AFB,-3,0,0,0,0,0,na,na,245
510,Sr Support Engineer - Generative AI,$11K - $183K (Employer est.),"As a Generative AI support engineer, you will collaborate with cross-functional teams to integrate AI solutions into the business workflows, ensuring they meet……
Skills: Machine learning, AI",4.1,Blue Cross and Blue Shield of North Carolina,North Carolina,5001 to 10000 Employees,1933,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,11,183,97.0,North Carolina,87,0,0,0,0,0,na,senior,190
511,Data Scientist,$104K - $137K (Glassdoor est.),"Ph.D. in Data Science, Computational Biology, Biomedical Engineering, or related scientific field or equivalent experience in technical analysis.…
Skills: Writing skills, Analysis skills, Data science, AI, Leadership",4.4,MIT Lincoln Laboratory,"Lexington, MA",1001 to 5000 Employees,1951,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,0,0,104,137,120.5,Lexington,69,0,0,0,0,0,data scientist,na,216
512,Principal Data Scientist,$200K - $240K (Employer est.),"You will play a critical role in developing and implementing data-driven strategies, optimizing statistical methods, and driving innovation within the company.…
Skills: Big data, Data analysis skills, Google Cloud Platform, SQL, AWS",2.8,VideoAmp Careers Website,Remote,201 to 500 Employees,2014,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,0,0,200,240,220.0,Remote,6,0,0,0,1,0,data scientist,senior,232
513,Staff Data Scientist,$190K - $238K (Glassdoor est.),"Use state-of-the-art time series and forecasting techniques to integrate micro and aggregate data, developing reliable forecasting models that adequately convey……
Skills: R, SQL, Machine learning, Regression analysis, Communication skills",4.4,Intuit,"Mountain View, CA",10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD),0,0,190,238,214.0,Mountain View,37,0,0,0,0,0,data scientist,na,238
514,Data Scientist Lead,$159K - $304K (Employer est.),"8 years of experience in a predictive analytics or data analysis OR Advanced Degree (e.g., Master’s, PhD) in mathematics, computer science, statistics,……
Skills: Statistics, Management, XML, R, Data analysis skills",3.4,USAA,"San Antonio, TX",10000+ Employees,1922,Company - Private,Insurance Carriers,Insurance,$25 to $100 million (USD),0,0,159,304,231.5,San Antonio,98,0,0,0,0,0,data scientist,senior,214
515,Senior Applied Scientist,$112K - $239K (Employer est.),"They will play a key role in driving algorithmic improvements to online and offline systems, developing and delivering robust and scalable solutions, making……
Skills: Statistics, Data mining, Research, Machine learning, Predictive analytics",4.2,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,0,112,239,175.5,Redmond,45,0,0,0,0,0,na,senior,240
516,Senior Data Scientist,$185K - $235K (Employer est.),"BS/MS in Data Science or a related quantitative or scientific field. Cross-functional Collaboration: Collaborate with technical teams, product managers, and……
Skills: Statistics, SQL, Machine learning, NIST standards, Data science",3.0,ID.me,"McLean, VA",501 to 1000 Employees,2010,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,0,185,235,210.0,McLean,10,0,0,0,0,0,data scientist,senior,230
517,Director Data Science,$314K - $361K (Employer est.),"Proven experience influencing strategy and driving change across org boundaries through clear and compelling communication of data-driven insights and analyses.…
Skills: Machine learning, Analytics",4.0,Meta,"Burlingame, CA",10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,314,361,337.5,Burlingame,16,0,0,0,0,0,director,na,197
518,Sr. Data Scientist,$79K - $118K (Glassdoor est.),"Bachelor’s Degree in Computer Science, Business Analytics, or a field closely related with 3 years’ experience in the position of Data Analyst or Engineer with……
Skills: Cloud infrastructure, Data analysis skills, NoSQL, Windows, Java",3.3,Finch Computing,"Beavercreek, OH",1 to 50 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,79,118,98.5,Beavercreek,6,0,0,0,0,0,data scientist,senior,234
519,Privacy & Data Policy Manager,$123K - $186K (Employer est.),"Bachelor's degree in political science, policy, law, social science or related field. 3+ years of experience working in privacy (specifically sensitive data) or……
Skills: Machine learning, Communication skills",4.0,Meta,"Washington, DC",10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,123,186,154.5,Washington,16,0,0,0,0,0,manager,na,209
520,Staff Data Scientist,$140K - $268K (Employer est.),"10+ years of work experience in data science or another related field. Communicate effectively and manage relationships with partners coming from both technical……
Skills: Statistics, Web analytics, Big data, Spark, R",4.2,Adobe,"San Jose, CA",10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,0,140,268,204.0,San Jose,38,0,0,1,0,0,data scientist,na,216
521,"Principal Data Scientist, Proteomics",$20K - $203K (Employer est.),"Invent and develop data analysis strategies, write algorithms, and broadly support the analysis of proteomics data, in particular data from large patient……
Skills: CI/CD, MATLAB, R, Physiology knowledge, Data analysis skills",4.2,CALICO,"South San Francisco, CA",201 to 500 Employees,2013,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,0,0,20,203,111.5,South San Francisco,7,0,0,0,0,0,data scientist,senior,224
522,Senior Data Scientist,$121K - $169K (Glassdoor est.),"Master’s or doctoral degree in mathematics or computer science with a focus on a related field including modelling and simulations, statistics, machine learning……
Skills: Research, Machine learning, Forecasting, Manufacturing, AI",3.9,BASF Corporation,"Charlotte, NC",10000+ Employees,1865,Company - Public,Chemical Manufacturing,Manufacturing,$5 to $10 billion (USD),0,0,121,169,145.0,Charlotte,155,0,0,0,0,0,data scientist,senior,229
523,Senior Data Scientist,$115K - $184K (Employer est.),"Reporting to the Director of Applied AI and working with the Mastercard Applied AI Technology team, the Senior Applied Data Scientist will drive enterprise……
Skills: Big data, Spark, Google Cloud Platform, Tableau, Information security",4.2,Mastercard,"O Fallon, MO",10000+ Employees,1966,Company - Public,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable,0,0,115,184,149.5,O Fallon,54,0,0,1,0,0,data scientist,senior,235
524,Senior Applied Scientist,$200K - $290K (Employer est.),"MS or PhD in Statistics, Mathematics, Computer Science or related field. Running regular benchmarking tests and perform statistical analysis, draw conclusions……
Skills: TensorFlow, Computer science, C#, Java, C++",4.0,UiPath,"Bellevue, WA",1001 to 5000 Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,200,290,245.0,Bellevue,15,0,0,0,0,0,na,senior,212
525,Senior Applied Scientist,$117K - $229K (Employer est.),"Conduct applied science experiments, create and validate metrics, develop ML pipeline and modeling algorithm in the area of Large Language Models, Natural……
Skills: TensorFlow, Statistics, Azure, Research, Application development",4.2,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,0,117,229,173.0,Redmond,45,0,0,0,0,0,na,senior,229
526,Sr Data Scientist,$187K - $203K (Employer est.),"Requires Master’s Degree in Computer Science, Data Science, Electrical Engineering, or closely related and 1 year of experience in the job offered or in machine……
Skills: SQL, AWS, Machine learning, AI, Python",3.4,Fanatics Inc.,"San Mateo, CA",10000+ Employees,1996,Company - Private,Internet & Web Services,Information Technology,$1 to $5 billion (USD),0,0,187,203,195.0,San Mateo,24,1,0,0,1,0,data scientist,senior,209
527,Principal Data Scientist,$145K - $180K (Employer est.),"Reporting to the Director of Data Science for Consumer Asset Management Analytics and Strategy, this position will focus on collaborating with data solution and……
Skills: Oracle, Management, SAS, SQL, Analysis skills",3.8,Ally Financial,"Lewisville, TX",10000+ Employees,1919,Company - Public,Banking & Lending,Financial Services,$5 to $10 billion (USD),0,0,145,180,162.5,Lewisville,101,0,0,0,0,0,data scientist,senior,216
528,Lead Data Scientist,$110K - $153K (Glassdoor est.),"REQS: This position requires a master’s degree (or equivalent foreign degree) in Aerospace Engineering, Statistics, Data Science, Management Science, Computer……
Skills: Power BI, NoSQL, Tableau, Machine learning, Python",4.1,Caterpillar,"Peoria, IL",10000+ Employees,1925,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),0,0,110,153,131.5,Peoria,95,1,0,0,0,0,data scientist,senior,219
529,Senior Data Scientist,$160K - $165K (Employer est.),"You should be comfortable using your expertise to recommend and execute appropriate analytical/statistical approaches to answering a range of business questions……
Skills: Computer science, Azure, Data mining, R, Data analysis skills",2.8,"Ontrak, Inc.",Remote,51 to 200 Employees,2008,Company - Public,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),0,0,160,165,162.5,Remote,12,0,0,0,0,0,data scientist,senior,232
530,Staff Data Scientist,$175K - $242K (Employer est.),"As a Data Scientist, you'll leverage technical and business acumen to become an expert in our models and how the models interact with the business.…
Skills: R, SQL, Machine learning, Regression analysis, Predictive analytics",3.5,Upstart,"San Mateo, CA",1001 to 5000 Employees,2012,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,175,242,208.5,San Mateo,8,0,0,0,0,0,data scientist,na,224
531,Principal Data Scientist,$192K - $242K (Glassdoor est.),"Strong interpersonal and communication skills in order to effectively contribute to technical teams and make presentations to a variety of technical and……
Skills: Statistics, Computer science, Management, Data structures, R",4.4,Intuit,"Mountain View, CA",10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD),0,0,192,242,217.0,Mountain View,37,0,0,0,0,0,data scientist,senior,223
532,Sr. Data Analyst,$61K - $93K (Glassdoor est.),"Provides technical expertise and leads activities related to data architecture for reporting services, and design expertise in data warehouses, data marts, and……
Skills: Data mining, Microsoft SQL Server, SSRS, Tableau, Analysis skills",3.9,Synovus,"Columbus, GA",5001 to 10000 Employees,1888,Company - Public,Banking & Lending,Financial Services,$1 to $5 billion (USD),0,0,61,93,77.0,Columbus,132,0,0,0,0,0,analyst,senior,235
533,"Manager, Data Science",$154K - $220K (Employer est.),"The ideal candidate will have experience with growing and managing a data science team within a product company with capability of bringing clear understanding……
Skills: Growing experience, MATLAB, Data mining, Big data, R",3.4,ServiceTitan,Remote,1001 to 5000 Employees,2013,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,0,0,154,220,187.0,Remote,7,0,0,0,0,0,manager,na,222
534,Director of Data Architecture,$156K - $260K (Employer est.),"Spearhead the strategic development and continuous refinement of data architecture frameworks, leading the design and implementation efforts to ensure robust,……
Skills: Data modeling, Azure, System design, Analysis skills, Machine learning",3.8,McKesson,"Irving, TX",10000+ Employees,1833,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,0,156,260,208.0,Irving,187,0,0,0,0,0,director,na,239
535,"Applied Scientist, Forecasting, Capacity Planning, Customer Service",$136K - $222K (Employer est.),"Collaborate with product, software engineering, research science, data engineering, and business leaders to build algorithms and models. Paid Time Off (PTO).…
Skills: Statistics, Microsoft Excel, Data mining, Research, Java",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,136,222,179.0,Seattle,26,0,0,0,0,1,na,na,223
536,"Data Scientist, Signal Processing and Machine Learning",$119K - $169K (Employer est.),"You will work closely with cross-functional teams (hardware, software, clinical science, quality and regulatory) to plan and execute clinical studies for……
Skills: TensorFlow, Signal processing, Data analysis skills, SQL, Machine learning",3.2,Verily,"San Bruno, CA",1001 to 5000 Employees,2015,Subsidiary or Business Segment,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,0,0,119,169,144.0,San Bruno,5,0,0,0,0,0,data scientist,na,238
537,Machine Learning Scientist,$152K - $214K (Glassdoor est.),"Design and implement the next state-of-the-art generative models of antibody sequence and structure, and predictive models of antibody properties, trained on……
Skills: Machine learning, Communication skills, Python",4.3,BigHat Biosciences,"San Mateo, CA",1 to 50 Employees,2019,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,0,0,152,214,183.0,San Mateo,1,1,0,0,0,0,mle,na,214
538,"Staff Data Scientist, Dashboard Analytics",$146K - $215K (Employer est.),"Across it all, we’ve embedded financial services tools at the point of sale, so merchants can access a business loan and manage their cash flow in one place.…
Skills: SQL, Product development, Machine learning, Data science, Leadership",3.8,Afterpay,"San Francisco, CA",1001 to 5000 Employees,2014,Company - Public,Internet & Web Services,Information Technology,$5 to $25 million (USD),0,0,146,215,180.5,San Francisco,6,0,0,0,0,0,data scientist,na,235
539,"Senior Data Analyst, Insights and Marketing Analytics",$112K - $154K (Employer est.),"This global team is responsible for the insights that fuel Criteo-created content; the creation, execution, and analysis of customer, shopper, and marketer……
Skills: Microsoft Excel, Relational databases, R, Data analysis skills, English",4.1,Criteo,"New York, NY",1001 to 5000 Employees,2005,Company - Public,Internet & Web Services,Information Technology,$1 to $5 billion (USD),0,0,112,154,133.0,New York,15,0,0,0,0,1,analyst,senior,237
540,Product Manager - Infrastructure AI,$202K - $277K (Employer est.),"Work closely with cross-functional teams to drive product vision, define product requirements, coordinate resources from other groups (design, legal, etc.),……
Skills: Computer science, Writing skills, Presentation skills, Machine learning, Product management",4.0,Meta,"Menlo Park, CA",10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,202,277,239.5,Menlo Park,16,0,0,0,0,0,manager,na,258
541,Computational Biology Data Scientist,$102K - $129K (Employer est.),"Collaborate with clinical and lab-based investigators on campus including the Heart Center, the Department of Medicine, the Department of Neurosurgery, and the……
Skills: Writing skills, R, Analysis skills, Supervising experience, Mentoring",4.3,Stanford University,"Stanford, CA",10000+ Employees,1891,College / University,Colleges & Universities,Education,$10+ billion (USD),0,0,102,129,115.5,Stanford,129,0,0,0,0,0,data scientist,na,239
542,Data Scientist,$90K - $188K (Employer est.),"You will also provide technical direction and research capabilities to the team that owns the design, implementation, testing, deployment, and operation of the……
Skills: Jira, Lucene, Elasticsearch, Management, Kubernetes",4.0,CACI,United States,10000+ Employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$5 to $10 billion (USD),0,0,90,188,139.0,United States,58,0,0,0,0,0,data scientist,na,221
