Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,python_yn,R_yn,spark,aws,excel
"Applied Scientist II, Amazon Connect",$136K - $222K (Employer est.),"We use state-of-the-art science and engineering practices to address the hard problems in contact center operation and management for our customers, and we move……
Skills: TensorFlow, Data mining, Data structures, Java, AWS",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,0,0,136,222,179.0,Seattle,0,0,0,1,0
"Applied Scientist, ProServe GenAI, ProServe GenAI",$136K - $222K (Employer est.),"PhD, or Master's degree and 4+ years of CS, CE, ML or related field experience. Design, develop, and evaluate innovative ML models to solve diverse challenges……
Skills: Data mining, Data structures, Java, Customer segmentation, AWS",3.7,"Amazon Development Center U.S., Inc.","Atlanta, GA",10000+ Employees,0,0,136,222,179.0,Atlanta,0,0,0,1,0
"Sr. Applied Scientist , Amazon Connect",$150K - $260K (Employer est.),"We use state-of-the-art science and engineering practices to address the hard problems in contact center for our customers, and we move fast to implement……
Skills: TensorFlow, Spark, R, Research, Java",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,0,0,150,260,205.0,Seattle,0,0,1,0,0
"Principal Data Scientist, Consumer Group",$166K - $224K (Employer est.),"Partner with data engineering teams to shape data management strategies, architecture, governance, pipelines, and infrastructure enabling effective modeling……
Skills: Customer service, Relational databases, Calculus, Big data, Writing skills",3.7,"T-Mobile USA, Inc.","Overland Park, KS",10000+ Employees,0,0,166,224,195.0,Overland Park,0,0,0,0,0
Computational Biology Data Scientist,$102K - $129K (Employer est.),"Collaborate with clinical and lab-based investigators on campus including the Heart Center, the Department of Medicine, the Department of Neurosurgery, and the……
Skills: Writing skills, R, Analysis skills, Supervising experience, Mentoring",4.3,Stanford University,"Stanford, CA",10000+ Employees,0,0,102,129,115.5,Stanford,0,0,0,0,0
"AIML - Sr Machine Learning Performance Engineer, Siri and Information Intelligence",$176K - $312K (Employer est.),"Conduct performance benchmarking and develop tooling and metrics to measure model performance in terms of compute, memory and latency.…
Skills: Operating systems, Machine learning, AI, Communication skills",4.1,Apple,"Cupertino, CA",10000+ Employees,0,0,176,312,244.0,Cupertino,0,0,0,0,0
"Applied LLM Engineer, Applied Machine Learning",$143K - $264K (Employer est.),"Bachelor’s degree or equivalent in Computer Science or equivalent field. Self directed, self motivated and detail oriented with ability to come up with good……
Skills: Performance tuning, Computer science, Go, Data structures, Java",4.1,Apple,"Sunnyvale, CA",10000+ Employees,0,0,143,264,203.5,Sunnyvale,0,0,0,0,0
"Applied Scientist, ProServe GenAI",$136K - $222K (Employer est.),"PhD degree in computer science, engineering, mathematics, operations research, or in a highly quantitative field.…
Skills: TensorFlow, Computer science, Java, Customer segmentation, AWS",3.7,"Amazon Web Services, Inc.","Arlington, VA",Unknown,0,0,136,222,179.0,Arlington,0,0,0,1,0
"Sr. Data Scientist, ProServe GenAI",$143K - $248K (Employer est.),"PhD or Masters degree in computer science, engineering, mathematics, operations research, or in a highly quantitative field. A day in the life.…
Skills: TensorFlow, MATLAB, Data mining, SAS, Data structures",3.7,"Amazon Web Services, Inc.","Arlington, VA",Unknown,0,0,143,248,195.5,Arlington,0,0,0,0,0
"Lead Data Analyst/Senior Data Analyst, TikTok Ads - USDS",$133K - $275K (Employer est.),"Work closely with key cross functional teams such as product managers, data science, and engineers to solve business problems.…
Skills: Data analysis skills, English, Apache Hive, Tableau, SQL",3.3,TikTok,"Mountain View, CA",10000+ Employees,0,0,133,275,204.0,Mountain View,0,0,0,0,0
"(USA) Senior, Data Scientist (Computer Vision Engineer)",$108K - $216K (Employer est.),"Option 1- Bachelor's degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology, or related field and 3 years' experience……
Skills: Web accessibility, TensorFlow, Computer science, Computer vision, Spark",3.4,Walmart,"Hoboken, NJ",10000+ Employees,0,0,108,216,162.0,Hoboken,0,0,1,0,0
"Sr. Applied Scientist, Amazon Advertising",$150K - $260K (Employer est.),"Perform hands-on analysis and modeling of enormous data sets to develop insights that increase traffic monetization and merchandise sales, without compromising……
Skills: TensorFlow, Sales, Spark, R, Research",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,0,0,150,260,205.0,Seattle,0,0,1,0,0
Machine Learning Engineer,$143K - $264K (Employer est.),"Inventing and implementing state of the art computer vision algorithms to solve cutting edge problem. Apple employees are eligible for discretionary restricted……
Skills: TensorFlow, Computer vision, Machine learning, Deep learning",4.1,Apple,"Sunnyvale, CA",10000+ Employees,0,0,143,264,203.5,Sunnyvale,0,0,0,0,0
"Senior Data Scientist, Risk",$121K - $213K (Employer est.),"Across it all, we’ve embedded financial services tools at the point of sale, so merchants can access a business loan and manage their cash flow in one place.…
Skills: Google Cloud Platform, SQL, AWS, Analysis skills, Machine learning",3.8,Afterpay,"Boston, MA",1001 to 5000 Employees,0,0,121,213,167.0,Boston,0,0,0,1,0
Senior Machine Learning Scientist,$166K - $218K (Glassdoor est.),"You have an extensive track record of delivering innovative solutions in machine learning, strong communication skills, and the ability to effectively……
Skills: TensorFlow, Statistics, Data analysis skills, Research, Machine learning",4.1,Genentech,"San Francisco, CA",10000+ Employees,0,0,166,218,192.0,San Francisco,0,0,0,0,0
Principal Data Science - Development,$134K - $182K (Glassdoor est.),"Bachelor's degree in quantitative discipline with 12 years of experience or Advanced scientific degree desirable, e.g. Ph.D. with experience in Computer Science……
Skills: Computer science, Data modeling, Azure, Oracle, CSS",4.2,"BI Pharmaceuticals, Inc.","Ridgefield, CT",1001 to 5000 Employees,0,0,134,182,158.0,Ridgefield,0,0,0,0,0
"(USA) Principal, Data Scientist - ML Architect",$143K - $286K (Employer est.),"Option 1: Bachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 5 years' experience……
Skills: Jira, Web accessibility, TensorFlow, Azure, Project planning",3.4,Walmart,"Sunnyvale, CA",10000+ Employees,0,0,143,286,214.5,Sunnyvale,0,0,0,0,0
Senior People Data Scientist,$118K - $165K (Glassdoor est.),"Familiarity with a range of statistical and data science methods and techniques, from regression and categorical data analysis, to organizational network……
Skills: R, SQL, Natural language processing, Regression analysis, Cloud computing",3.6,Workhuman,"Framingham, MA",1001 to 5000 Employees,0,0,118,165,141.5,Framingham,0,0,0,0,0
"(USA) Principal, Data Scientist",$110K - $220K (Employer est.),"Option 1: Bachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 5 years' experience……
Skills: Web accessibility, TensorFlow, Power BI, Microsoft Excel, Calculus",3.4,Walmart,"Bentonville, AR",10000+ Employees,0,0,110,220,165.0,Bentonville,0,0,0,0,1
"Principal Scientist, Machine Learning",$129K - $177K (Employer est.),"Stay up to date on state-of-the-art machine learning methodologies and their applications in cell engineering and drug discovery.…
Skills: Cell biology, Scientific research, Git, English, AWS",3.8,Bristol-Myers Squibb,"Seattle, WA",10000+ Employees,0,0,129,177,153.0,Seattle,0,0,0,1,0
"TikTok Shop - Data Scientist, Business Product Data Science - Seattle",$167K - $375K (Employer est.),"Collaborate with the product and cross-functional teams to identify growth drivers and develop a quantitative measurement approach to help with seller……
Skills: E-commerce, SQL, Analysis skills, Data science, Communication skills",3.3,TikTok,"Seattle, WA",10000+ Employees,0,0,167,375,271.0,Seattle,0,0,0,0,0
Senior Data Scientist (Time Series),$135K - $190K (Glassdoor est.),"Coordinate and collaborate with data science, data engineering, analytic engineering, and other resources to achieve business goals.…
Skills: Spark, SQL, Project management, Machine learning, Forecasting",3.7,Bose,"Atlanta, GA",5001 to 10000 Employees,0,0,135,190,162.5,Atlanta,0,0,1,0,0
"Sr. Applied Scientist, Amazon Bedrock",$150K - $260K (Employer est.),"Experience developing ML models and systems to deliver product capabilities, and demonstrated ability to own problems end-to-end (able to innovate to bridge……
Skills: Java, AWS, C++, Machine learning, AI",3.7,Amazon.com Services LLC - A57,"Santa Clara, CA",10000+ Employees,0,0,150,260,205.0,Santa Clara,0,0,0,1,0
"Senior Machine Learning Engineer - Search Recommendation, E-commerce Search Growth",$184K - $337K (Employer est.),"Bachelor or advanced degree in computer science or a related technical discipline. Excellent in analysis, modeling and problem-solving, and can see the essence……
Skills: Data structures, Machine learning, Natural language processing",3.3,TikTok,"Seattle, WA",10000+ Employees,0,0,184,337,260.5,Seattle,0,0,0,0,1
Data Scientist Mid-Level,$95K - $141K (Glassdoor est.),"Bachelor’s Degree in Computer Science or related technical field plus 4 years experience. Provide technical leadership in developing capabilities to detect……
Skills: TensorFlow, Computer science, Spark, Machine learning, Technical writing",4.8,"PeopleTec, Inc.","Arlington, VA",501 to 1000 Employees,0,0,95,141,118.0,Arlington,0,0,1,0,0
"Sr. Responsible AI Data Scientist, Generative AI Innovation Center",$143K - $248K (Employer est.),"Collaborate with GenAI Product/Engineering and Customer-Facing Builder Teams: Work closely with the Amazon Bedrock product and engineering teams and customer……
Skills: MATLAB, SAS, R, Tableau, SQL",3.7,"Amazon Web Services, Inc.","Seattle, WA",Unknown,0,0,143,248,195.5,Seattle,0,0,0,0,0
Principal Data Science Manager,$138K - $294K (Employer est.),"We build and manage data platforms and data flows, oversee data and measurement governance, develop Machine Learning (ML) models, manage support-critical data……
Skills: Data modeling, Management, R, SQL, Machine learning",4.2,Microsoft,United States,10000+ Employees,0,0,138,294,216.0,United States,0,0,0,0,0
"Staff Data Scientist, Motion Planning, Autonomy",$206K - $258K (Employer est.),"You will design and implement key metrics to measure the quality and performance of various aspects of driving, maintain datasets that correlate simulation and……
Skills: Information security, SQL, Statistical analysis, Analysis skills, Machine learning",3.4,Rivian,"Palo Alto, CA",5001 to 10000 Employees,0,0,206,258,232.0,Palo Alto,0,0,0,0,0
"Applied Scientist, Automated Reasoning in Identity",$150K - $260K (Employer est.),"PhD in engineering, technology, computer science, machine learning, robotics, operations research, statistics, mathematics or equivalent quantitative field.…
Skills: Rust, Java, AWS, Analysis skills, C++",3.7,"Amazon Web Services, Inc.","Seattle, WA",Unknown,0,0,150,260,205.0,Seattle,0,0,0,1,0
"Machine Learning Engineer, Search Ads - USDS",$228K - $360K (Employer est.),"Responsible for relevance model and strategy optimization, such as semantic matching models, text/photo/video multi-model, ranking strategy, etc.…
Skills: Go, C++, C, Machine learning, Natural language processing",3.3,TikTok,"Mountain View, CA",10000+ Employees,0,0,228,360,294.0,Mountain View,0,0,0,0,0
"Software Development Engineer, Health AI",$129K - $224K (Employer est.),"2+ years of non-internship design or architecture (design patterns, reliability and scaling) of new and existing systems experience.…
Skills: Computer science, AWS, APIs, AI, SDLC",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,0,0,129,224,176.5,Seattle,0,0,0,1,0
"Engineer 3, AI & ML Modeling",$86K - $140K (Glassdoor est.),"Responsible for delivering key projects and initiatives by applying data science & engineering, analytics, and novel technologies such as artificial……
Skills: Elasticsearch, Go, Spark, Apache Hive, Analysis skills",3.8,Comcast Corporation,"Plano, TX",10000+ Employees,0,0,86,140,113.0,Plano,0,0,1,0,0
Data Scientist,$100K - $135K (Employer est.),"Education: Bachelor’s degree in computer science, engineering, mathematics, statistics, or a related field. Data Visualization and Communication: Turn complex……
Skills: MATLAB, Power BI, Management, R, Data analysis skills",4.1,Ascendion,"Sunnyvale, CA",1001 to 5000 Employees,0,0,100,135,117.5,Sunnyvale,0,0,0,0,0
"Applied Scientist, Amazon AGI",$136K - $222K (Employer est.),"Perform hands-on data analysis and modeling with large data sets to develop insights that increase device usage and customer experience.…
Skills: Java, C++, Machine learning, Algorithm design, Natural language processing",3.7,Amazon.com Services LLC,"Sunnyvale, CA",10000+ Employees,0,0,136,222,179.0,Sunnyvale,0,0,0,0,0
"Director, Business Data Science & Analytics",$194K - $250K (Employer est.),"MS or higher in Computer Science, Mathematics, Statistics or a related field; or equivalent professional experience. 2+ years in a Director+ role.…
Skills: Computer science, Microsoft Excel, Management, Salesforce, R",3.8,AppFolio,"San Diego, CA",1001 to 5000 Employees,0,0,194,250,222.0,San Diego,0,0,0,0,1
Staff Scientist - Airports,$203K - $226K (Employer est.),"Ability to design, develop, productionize, and operate econometric models, experiments, and frameworks to assess challenging causal problems such as product……
Skills: Pricing, R, Tableau, SQL, Analysis skills",3.9,Uber,"Seattle, WA",10000+ Employees,0,0,203,226,214.5,Seattle,0,0,0,0,0
"Applied Scientist, Geospatial Science",$150K - $260K (Employer est.),"You will join a team of GIS and ML domain experts and be expected to develop ML models, present research results to stakeholders, and collaborate with SDEs to……
Skills: ArcGIS, Spark, Research, Java, C++",3.7,Amazon.com Services LLC,"Bellevue, WA",10000+ Employees,0,0,150,260,205.0,Bellevue,0,0,1,0,0
"Senior Generative AI Data Scientist, Amazon SageMaker",$143K - $248K (Employer est.),"You will also create field enablement materials for the broader technical field population, to help them understand how to integrate AWS Generative AI solutions……
Skills: SAS, Computer vision, Software deployment, AWS, Analysis skills",3.7,"Amazon Web Services, Inc.","Seattle, WA",Unknown,0,0,143,248,195.5,Seattle,0,0,0,1,0
"Senior Software Engineer, Machine Learning (Ads)",$202K - $222K (Employer est.),"Use your technical expertise to design and build robust, high-scale, low latency content and user recommendation systems that power product features used by……
Skills: Machine learning",3.4,Discord,"San Francisco, CA",501 to 1000 Employees,0,0,202,222,212.0,San Francisco,0,0,0,0,0
"Senior Scientist, Discovery Data Science - San Diego, CA",$104K - $167K (Employer est.),"PhD in data science or computational science, or other drug discovery related fields, with expert level training in data science, AI/ML and other in silico……
Skills: Machine learning, Data analytics, Predictive analytics, Data science, Data visualization",4.2,Johnson & Johnson,"San Diego, CA",10000+ Employees,0,0,104,167,135.5,San Diego,0,0,0,0,0
"Applied Scientist II, Enterprise Personalization",$136K - $222K (Employer est.),"PhD, or Master's degree and 4+ years of CS, CE, ML or related field experience. Dependent on the position offered, equity, sign-on payments, and other forms of……
Skills: Data mining, Data structures, Java, C++, Machine learning",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,0,0,136,222,179.0,Seattle,0,0,0,0,0
Data Science Manager,$137K - $255K (Employer est.),"Driving multiple technical and data-related projects of varying scopes and complexities. Experience in analytics, strategic marketing, planning, and financial……
Skills: CRM software, Google Suite, Microsoft Excel, Data mining, Customer retention",3.8,Verizon,"Basking Ridge, NJ",10000+ Employees,0,0,137,255,196.0,Basking Ridge,0,0,0,0,1
Scientist II - Rider Core,$149K - $166K (Employer est.),"Experience in experimental design and analysis (e.g., A/B and/or market-level experiments). Familiarity with data visualization tools, such as Tableau.…
Skills: R, Tableau, SQL, Analysis skills, Machine learning",3.9,Uber,"San Francisco, CA",10000+ Employees,0,0,149,166,157.5,San Francisco,0,0,0,0,0
"Sr. Applied Scientist, Seller Growth Science",$150K - $260K (Employer est.),"Experience with modeling tools such as R, scikit-learn, Spark MLLib, MxNet, Tensorflow, numpy, scipy etc. Dependent on the position offered, equity, sign-on……
Skills: TensorFlow, Spark, R, Research, Java",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,0,0,150,260,205.0,Seattle,0,0,1,0,0
Senior Finance Manager - Data Scientist,$95K - $184K (Employer est.),"Bachelor's Degree in Business Administration, Accounting, Finance, Economics, Data Science or related field AND 4+ years experience in financial analysis,……
Skills: Tooling, Process improvement, Financial analysis, Project management, Accounting",4.2,Microsoft,"Redmond, WA",10000+ Employees,0,0,95,184,139.5,Redmond,0,0,0,0,0
Sr. Data Analyst,$114K - $150K (Employer est.),"Must also have experience in the following: 1 year of professional experience performing database administration and data visualization; 1 year of professional……
Skills: R, Tableau, SQL, Database administration, Scripting",3.7,Western Union,"Denver, CO",10000+ Employees,0,0,114,150,132.0,Denver,0,0,0,0,0
Applied AI ML- Vice President,$147K - $260K (Employer est.),"Develop state-of-the art machine learning models to solve real-world problems and apply it to tasks such as NLP, speech recognition and analytics, or……
Skills: Machine learning, Product management, Continuous integration, Natural language processing, Clustering",4.0,JPMorgan Chase & Co,"New York, NY",10000+ Employees,0,0,147,260,203.5,New York,0,0,0,0,0
"Developer Relation Manager, Generative AI for Telco",$148K - $276K (Employer est.),"Outstanding clear and persuasive communication skills tailored to technical and executive audiences. Drive Technological Advancements: Stay ahead of Generative……
Skills: Computer science, Microservices, Analysis skills, Machine learning, APIs",4.6,NVIDIA,"Santa Clara, CA",10000+ Employees,0,0,148,276,212.0,Santa Clara,0,0,0,0,0
Artificial Intelligence/Machine Learning Engineer,$79K - $189K (Employer est.),"Master’s Degree in Math, Computer Science, Engineering, or similar data science field. BS in Math, Computer Science, Engineering, or similar data science field……
Skills: Kubernetes, R, Analysis skills, C++, Docker",4.3,Arcfield,"Louisville, CO",1001 to 5000 Employees,0,0,79,189,134.0,Louisville,0,0,0,0,0
"Applied Scientist, LLM for Code Generation",$136K - $222K (Employer est.),"You will invent, implement, and deploy state-of-the-art machine learning solutions at Amazon scale, having a direct impact on revolutionary products used by……
Skills: C#, Java, OOP, AWS, C++",3.7,Amazon.com Services LLC,"Santa Clara, CA",10000+ Employees,0,0,136,222,179.0,Santa Clara,0,0,0,1,0
"Sr Staff ML Engineer, Inclusive AI",$205K - $422K (Employer est.),"Collaborate with other engineering teams (infra. user modeling, content understanding) to leverage their platforms and signals and work with them to collaborate……
Skills: Machine learning, AI, Leadership",4.0,Pinterest,Remote,1001 to 5000 Employees,0,0,205,422,313.5,Remote,0,0,0,0,0
"Applied Scientist, NGDE Science",$136K - $222K (Employer est.),"You will invent, implement, and deploy state-of-the-art machine learning solutions at Amazon scale, having a direct impact on revolutionary products used by……
Skills: Java, AWS, C++, Machine learning, Deep learning",3.7,Amazon.com Services LLC,"Santa Clara, CA",10000+ Employees,0,0,136,222,179.0,Santa Clara,0,0,0,1,0
Sr. Data Scientist,$79K - $118K (Glassdoor est.),"Bachelor’s Degree in Computer Science, Business Analytics, or a field closely related with 3 years’ experience in the position of Data Analyst or Engineer with……
Skills: Cloud infrastructure, Data analysis skills, NoSQL, Windows, Java",3.3,Finch Computing,"Beavercreek, OH",1 to 50 Employees,0,0,79,118,98.5,Beavercreek,0,0,0,0,0
"Data Scientist, Lead",$110K - $250K (Employer est.),"Experience working with and explaining technical concepts to non-technical clients. Experience providing technical direction and leadership to data science……
Skills: Azure, R, SQL, Business development, AWS",4.2,Booz Allen,"Washington, DC",10000+ Employees,0,0,110,250,180.0,Washington,0,0,0,1,0
Data Scientist,$98K - $135K (Glassdoor est.),"Strategically apply AI/ML to extract, format, and expose in indexed search tools relevant content such as raw text, multimedia (audio, image, video, document),……
Skills: Lucene, Search engines, Ansible, XML, DevOps",2.3,SilverEdge,"Reston, VA",Unknown,0,0,98,135,116.5,Reston,0,0,0,0,0
"Scientist III, Data Sciences",$130K - $189K (Glassdoor est.),"The changes I bring about helps to keep the company’s software products Secure and free of cybersecurity risks.”.…
Skills: Statistics, Data science, Analytics, SDLC",3.6,Thermo Fisher Scientific,"Carlsbad, CA",10000+ Employees,0,0,130,189,159.5,Carlsbad,0,0,0,0,0
Sr. Data Analyst,$61K - $93K (Glassdoor est.),"Provides technical expertise and leads activities related to data architecture for reporting services, and design expertise in data warehouses, data marts, and……
Skills: Data mining, Microsoft SQL Server, SSRS, Tableau, Analysis skills",3.9,Synovus,"Columbus, GA",5001 to 10000 Employees,0,0,61,93,77.0,Columbus,0,0,0,0,0
"Software Engineer, Runtime, AI Inference",$104K - $360K (Employer est.),"You will develop system tools to benchmark, characterize, and optimize the latency and throughput of AI workloads on the FSD chip.…
Skills: C++, C, Machine learning, AI, Python",3.5,Tesla,"Palo Alto, CA",10000+ Employees,0,0,104,360,232.0,Palo Alto,1,0,0,0,0
Principal Data Scientist,$176K - $297K (Employer est.),"Collaborate with Principal Investigator (PI) and Mission Manager (MM) to form data analysis pipeline teams for key science areas; bridge between science leaders……
Skills: Research, Machine learning, AI, Communication skills",4.1,Lawrence Berkeley National Laboratory,"San Francisco, CA",1001 to 5000 Employees,0,0,176,297,236.5,San Francisco,0,0,0,0,0
"Software Engineer, Metrics, AI Evaluation",$104K - $348K (Employer est.),"Bachelor's Degree in Computer Science, Physics or Robotics Engineering, or proof of exceptional skills in related field. Employee discounts and perks program.…
Skills: ADAS, Computer science, Computer vision, C++, AI",3.5,Tesla,"Palo Alto, CA",10000+ Employees,0,0,104,348,226.0,Palo Alto,0,0,0,0,0
Sr. Data Scientist,$107K - $142K (Glassdoor est.),"Uses analytical rigor and statistical methods to analyze large amounts of data, extracting actionable insights using advanced statistical techniques such as……
Skills: Data mining, Statistical analysis, Machine learning, Distributed systems, Data science",3.8,Comcast Corporation,"Willow Grove, PA",10000+ Employees,0,0,107,142,124.5,Willow Grove,0,0,0,0,0
"Machine Learning Research Engineer, Natural Language Generation (NLG)",$143K - $264K (Employer est.),"KEY RESPONSIBILITIES: - Development and maintenance of modeling pipelines that scale to multiple languages and production deployment - Definition of robust……
Skills: Statistics, Multilingual, Machine learning, Natural language processing, Data science",4.1,Apple,"Cupertino, CA",10000+ Employees,0,0,143,264,203.5,Cupertino,0,0,0,0,0
"Sr. Data Scientist, Kuiper",$143K - $248K (Employer est.),"Advanced degree in computer science, mathematics, statistics, machine learning or equivalent quantitative field. 4+ years of data scientist experience.…
Skills: Computer science, MATLAB, SAS, R, Tableau",3.7,Amazon Kuiper Manufacturing Enterprises LLC,"Redmond, WA",10000+ Employees,0,0,143,248,195.5,Redmond,0,0,0,0,0
Senior Data Scientist,$100K - $153K (Glassdoor est.),"This position will be responsible for developing and executing the organization's strategic use of data analytics, through data analyses, financial projections,……
Skills: Data mining, R, Statistical analysis, Project management, Predictive analytics",4.5,CarShield,"Saint Peters, MO",1001 to 5000 Employees,0,0,100,153,126.5,Saint Peters,0,0,0,0,0
"Applied Science Manager, Artificial General Intelligence",$147K - $286K (Employer est.),"PhD in Computer Vision, Computer Science, Electrical Engineering, Mathematics or related field. Dependent on the position offered, equity, sign-on payments, and……
Skills: Management, Computer vision, Research, Machine learning, Deep learning",3.7,"Amazon Development Center U.S., Inc.","Bellevue, WA",10000+ Employees,0,0,147,286,216.5,Bellevue,0,0,0,0,0
Data Scientist,$81K - $130K (Glassdoor est.),"Bachelor’s degree in data science, statistics, mathematics or relevant field required. Master’s Degree in data science, statistics, mathematics, or relevant……
Skills: Statistics, Power BI, SAS, R, QlikView",3.8,Bath & Body Works,"Columbus, OH",10000+ Employees,0,0,81,130,105.5,Columbus,0,0,0,0,0
"Software Engineer, Compiler, AI Inference",$104K - $360K (Employer est.),"You will collaborate closely with the AI Engineers and Hardware Engineers to understand the full inference stack and design the compiler to extract the maximum……
Skills: C++, C, Machine learning, AI, Python",3.5,Tesla,"Palo Alto, CA",10000+ Employees,0,0,104,360,232.0,Palo Alto,1,0,0,0,0
Data Scientist Sr - AI,$93K - $137K (Glassdoor est.),"1+ years’ experience in developing business problem related statistical/ML modeling with industry tools with primary focus on Python or Scala development.…
Skills: Azure, Management, Relational databases, Spark, Git",3.8,JLG Industries Inc,"Hagerstown, MD",1001 to 5000 Employees,0,0,93,137,115.0,Hagerstown,1,0,1,0,0
Lead Data Scientist,$114K - $169K (Glassdoor est.),"Computer science, engineering, physics, cognitive science, or a related field; Expert knowledge in one or more technical domains of data science, such as.…
Skills: R, Analysis skills, Machine learning, Natural language processing, Data science",5.0,Mosaic Data Science,"Leesburg, VA",51 to 200 Employees,0,0,114,169,141.5,Leesburg,0,0,0,0,0
Data Scientist - Services Finance Data Science and Engineering,$136K - $206K (Employer est.),"Strong written and verbal communication skills, capable of explaining technical results to a non-technical audience. Masters or PhD degree preferred.…
Skills: CI/CD, Kubernetes, D3.js, Spark, R",4.1,Apple,"Cupertino, CA",10000+ Employees,0,0,136,206,171.0,Cupertino,0,0,1,0,0
Senior Product Data Scientist,$85K - $205K (Employer est.),"You will work cross-functionally with senior leaders from product, engineering, design, and marketing teams to build world-class products by making strategic……
Skills: Statistics, R, SQL, Regression analysis, Leadership",3.8,PayPal,"San Jose, CA",10000+ Employees,0,0,85,205,145.0,San Jose,0,0,0,0,0
Machine Learning Researcher,$165K - $205K (Employer est.),"Your actions are geared towards actively supporting product deployment in the field. End-to-end proficiency at the model engineering process - from data……
Skills: TensorFlow, Computer science, Computer vision, Software deployment, Research",1.0,Modern Intelligence,"Austin, TX",Unknown,0,0,165,205,185.0,Austin,0,0,0,0,0
Associate Data Scientist,$65K - $106K (Glassdoor est.),"Mentor teammates, develop algorithms, write scripts, build predictive analytics, use automation, and use the right combination of tools and frameworks to turn……
Skills: Elasticsearch, Writing skills, Spark, R, Data analysis skills",4.3,ANSER,"Las Cruces, NM",201 to 500 Employees,0,0,65,106,85.5,Las Cruces,0,0,1,0,0
Actuarial Data Scientist [Remote-US],$184K - $250K (Employer est.),"Initiate the ideation and development of new product offerings, with the potential for direct involvement and ownership of analysis, technical design, and……
Skills: Pricing, Underwriting, Relational databases, Tableau, SQL",4.3,Quanata,"San Francisco, CA",51 to 200 Employees,0,0,184,250,217.0,San Francisco,0,0,0,0,0
"Senior Applied Scientist, Amazon AGI",$150K - $260K (Employer est.),"We are looking for a passionate, talented, and resourceful Senior Applied Scientist in the field of Natural Language Processing (NLP), Large Language Model (LLM……
Skills: Research, Java, C++, Machine learning, Deep learning",3.7,Amazon.com Services LLC,"Bellevue, WA",10000+ Employees,0,0,150,260,205.0,Bellevue,0,0,0,0,0
"Machine Learning Engineer, Retail Engineering",$159K - $208K (Glassdoor est.),"Design, develop, Implement and improve machine learning models and software for Apple Retail stores using state-of-the-art technologies with hyper-parameter……
Skills: TensorFlow, Computer science, Computer vision, Objective-C, Research",4.1,Apple,"Austin, TX",10000+ Employees,0,0,159,208,183.5,Austin,0,0,0,0,0
"Sr. Applied Scientist, Support Products & Services",$150K - $260K (Employer est.),"Apply your expertise in LLM models to design, develop, and implement scalable machine learning solutions that address complex language-related challenges in the……
Skills: TensorFlow, Spark, R, Research, Java",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,0,0,150,260,205.0,Seattle,0,0,1,0,0
Lead Data Scientist - Arch & Tech / Software Engineering Guild,$120K - $167K (Glassdoor est.),"Establish heat maps using data sources such as IT Service Management metrics, source code repositories, application lifecycle management tools, code quality……
Skills: CI/CD, Data mining, Management, R, Alteryx",4.2,Mastercard,"O Fallon, MO",10000+ Employees,0,0,120,167,143.5,O Fallon,0,0,0,0,0
Senior Lead Data Science Engineer (Personalization),$157K - $235K (Employer est.),"Communicate complex analyses and insights to technical and non-technical stakeholders, influencing strategic decision-making.…
Skills: Statistics, Computer science, Machine learning, Data science, Leadership",4.0,DraftKings,"Boston, MA",1001 to 5000 Employees,0,0,157,235,196.0,Boston,0,0,0,0,0
CS - Data Scientist / Machine Learning Engineer Student,$90K - $124K (Glassdoor est.),"BS student in Computer Science, System or Software Engineering, or a related field. Computing fundamentals in algorithm design, data structures, complexity……
Skills: Computer science, Signal processing, DevOps, Data structures, SQL",4.1,INTEL,"Phoenix, AZ",10000+ Employees,0,0,90,124,107.0,Phoenix,0,0,0,0,0
Senior Software Engineer - Deep Learning,$148K - $276K (Employer est.),"Maxine provides state-of-the-art AI models for deploying video/audio enhancement and augmented reality features.…
Skills: TensorFlow, Computer science, Computer vision, Research, Analysis skills",4.6,NVIDIA,"Santa Clara, CA",10000+ Employees,0,0,148,276,212.0,Santa Clara,0,0,0,0,0
Lead Product Manager - AI Data,$165K - $242K (Employer est.),"The Lead Product Manager will collaborate closely with data scientists and engineers to define and prioritize data requirements, optimize data collection……
Skills: Computer science, Program management, Research, Information security, Business development",3.6,DocuSign,"San Francisco, CA",5001 to 10000 Employees,0,0,165,242,203.5,San Francisco,0,0,0,0,0
